video_id,author,body,likeCount,publishedAt
P-CS6RVU7ic,@azharniffarirais,Bangg gimana dengan faktor eksternal yang biza ganggu apa yang udah kita rencanakan misalnya ada meeting  dadakan dan kondisi kondisi lainnya yang bisa ganggu rencana kita. Mohon pencerehaannya kak.,0,2023-03-07T07:59:30Z
P-CS6RVU7ic,@indiradaniya,saya banyak belajar kehidupan dari SATU PERSEN... terimakasih banyak tim SATU PERSEN... sharing ilmu  kalian sangat sangat sangat bermanfaat,0,2023-03-07T02:51:35Z
P-CS6RVU7ic,@DOMOLOYU,"Buat to do list
Bangun lebih awal, tidur malam jg harus cukup.",0,2023-03-04T11:55:22Z
P-CS6RVU7ic,@suwantibassrain7335,Kak mau tanya kenapa harus atur plan di minggu malam ?,0,2023-03-03T11:41:23Z
P-CS6RVU7ic,@lylyanmodechannel6330,Saya uda 13 tahun menjalani baju Pengantin… kadang melawan rasa malas lebih berat daripada buat ide… malas muncul pas waktu ide terhambat oleh ijin dari suami… beda sama anak gadis dulu… tak ada harus ijin sana sini… karna keluarga okeh2 aja… jadi membuang waktu rebahan karna dibilang Payah sama temen… apa itu namanya??? Saya jadi lupa aq itu siapa🫣🫣🫣,0,2023-03-01T04:37:15Z
P-CS6RVU7ic,@fheysufyan8756,Bang makasih bgt ni penting buat gua 🔥🔥,0,2023-02-25T23:43:52Z
P-CS6RVU7ic,@dahriandikapotabuga,"https://youtu.be/Psa_3t9MFUY


Sedikit Quotes",0,2023-02-25T12:08:55Z
P-CS6RVU7ic,@mubarokdiet5371,"Terimakasih untuk ilmu manajemen waktunya,sangat bermanfaat.semoga saya bisa menerapkannya dalam kehidupan sehari2",0,2023-02-25T07:48:04Z
P-CS6RVU7ic,@CommanderEmmerich,"P, nitip bang࿖",0,2023-02-17T00:29:57Z
P-CS6RVU7ic,@wawanhermawan6494,"Bang gua punya masalah itu di pertemanan, walaupun banyak kenalan tapi aku rasa mereka bukan temen.

Terus klo ada kegiatan itu males mau ngelakuin karena ga ada teman yg bisa diajak bareng. Entahlah aku juga ga paham bagaimana 😭😭",1,2023-02-16T10:55:36Z
P-CS6RVU7ic,@MesiaGimank,"Kalau orang yang bergantung sama orang lain buat have fun-nya gimana? Saya have fun nunggu streamer mulai ngestream, dia gamake schedule jadi saya nunggu dia, bingung time management, kadang streaming subuh, tengah malem, sore,😔",1,2023-02-15T12:27:19Z
P-CS6RVU7ic,@ranggengjaya97,Mntab tak subrek lurr 🙏👍👍,1,2023-02-14T02:27:22Z
P-CS6RVU7ic,@usmancorp1711,"Good banget, ini yg gue butuh",0,2023-02-11T17:03:50Z
P-CS6RVU7ic,@happydailyOde88,"Makasi banyak Bang, Gue coba sekarang juga✨️",0,2023-02-08T05:21:20Z
P-CS6RVU7ic,@ilhammaulana862,Gimana ngatur waktu kalo kerjanya sore sampe pagi min mohon arahannya,0,2023-02-06T11:27:03Z
P-CS6RVU7ic,@aguskartinaastra8596,Gua udah  17 tahun gak tau arah harus kemana,0,2023-02-06T03:54:45Z
P-CS6RVU7ic,@avriyqell3871,ok lanjut bang,0,2023-02-04T12:08:00Z
P-CS6RVU7ic,@rifkyandiasbagisa1461,mau bikin time log tapi rutinitasnya aja gajelass dan bingung,0,2023-02-03T08:45:21Z
P-CS6RVU7ic,@ramzngf1743,"Diumur yg ke 17 ku entah kenapa sangat ingin memulai hari"" Yg lebih berguna salah satunya dengan mengatur time management, dan semoga ini berjalan lancar hingga kemudian hari👍 semangat juga buat yang lain kalian semua pasti bisa💪",2,2023-01-31T09:57:56Z
P-CS6RVU7ic,@Bahal69_,Thanks kak berkah sukses selalu,1,2023-01-30T18:07:30Z
P-CS6RVU7ic,@stubakiaoi1146,Penting nya mengatur waktu jika ingin menjadi org yg di siplin dan ber komitmen 👍,1,2023-01-23T12:43:16Z
P-CS6RVU7ic,@TeukuYuliansyah,"Saya suka channel ini karena pilihan"" topik &analisa yang berbeda juga menarik",0,2023-01-23T10:33:48Z
P-CS6RVU7ic,@aliyatulinsani4588,it's really good to watch this video on Sunday night 😁,0,2023-01-22T14:40:41Z
P-CS6RVU7ic,@asepwijayagandol9753,Sip,0,2023-01-21T12:17:36Z
P-CS6RVU7ic,@nvm3164,"bener si harus di jadwal,d jadwal aja masih burn out apalagi ngga,tp kalo konsisten mungkin akan meningkatkan efektivitas nya",0,2023-01-19T04:33:55Z
P-CS6RVU7ic,@temuritmr163,14:17 kesimpulan,0,2023-01-11T16:18:20Z
P-CS6RVU7ic,@RoninOwl,"Bg , saya mau bertanya gimna dengan pekerja yg shif . 
Seperti saya skrng . Kita pun waktu kerja 8 jam kerja bahkan sampai 12 kerja , satu sisi lain kita ingin mengejar karir yg sedangan saat ini saya lakukan berusaha menjadi konten kreator . Tapi saya tidak dapat jalan kelur nya bg hrus lakun step by step apa apa saja karna terhalang oleh waktu yg lama di perusahaan . 🙏 Tolong jalan keluar nya bg harus bagaimna",0,2023-01-10T17:52:05Z
P-CS6RVU7ic,@haifar2071,gw cinta banget dah sm ni channel,0,2023-01-10T09:50:27Z
P-CS6RVU7ic,@Somà_Jênar,kalo kita Muslim bakal lebih mudah lagi; bisa pake patokan Waktu Sholat,0,2023-01-06T07:09:34Z
P-CS6RVU7ic,@iniheaven999,test,0,2023-01-06T06:45:11Z
P-CS6RVU7ic,@liliumaquatics2541,Gua nonton ini lagi nunggu ligaan main PS jam 1 malem padahal besok harus kerja hahaha,0,2023-01-03T17:30:08Z
P-CS6RVU7ic,@yayanDM,3buku dalam 1 video mantap,0,2022-12-29T02:20:27Z
P-CS6RVU7ic,@kodariyah1993,👏👏👏,0,2022-12-28T07:43:22Z
P-CS6RVU7ic,@motm4020,kasian manusia modern,0,2022-12-27T05:36:50Z
P-CS6RVU7ic,@hellyah1694,"Olang""",0,2022-12-26T12:11:25Z
P-CS6RVU7ic,@komangsanti4702,"tiap pagi nnton youtube 1% sambil siap"" kerja",0,2022-12-24T21:07:26Z
P-CS6RVU7ic,@auliarahmanpasaribu1396,Rekomendasi bngt sih kak videonya.good job!!,1,2022-12-21T02:37:20Z
P-CS6RVU7ic,@muhlifmuhlif4905,Yf harus menjawabtanggung,0,2022-12-20T04:18:50Z
P-CS6RVU7ic,@seftinuranti5344,"Tips Managenement Waktu : 
1. Time log 3 hari (efisiensi waktu)
2. Jadwal of week
3. Morning Ritual
4. Have some fun",210,2022-12-17T06:18:33Z
P-CS6RVU7ic,@gunturdm,"dota selalu dibawa yaa mantap wkwk thanks for remind about ""dota"" kelamaan di warnet adalah waktu paling menyedihkan yang pernah gw buang pada saat itu.",1,2022-12-15T01:45:38Z
P-CS6RVU7ic,@ummuatiyah9256,Thanks...,1,2022-12-11T10:09:46Z
P-CS6RVU7ic,@galuhhayulestari2084,"Hi, temen-temen. Minta tolong bantu isi kuesioner penelitian saya ya :)
Adapun kriteria responden yang dibutuhkan, sebagai berikut : 
 
1. Berjenis kelamin laki-laki maupun perempuan
2. Berusia 18-22 tahun 
3. Mahasiwa Aktif 
 
Dalam mengisi kuesioner ini, tidak ada jawaban benar ataupun salah jadi kami harapkan anda untuk mengisi dengan sebenar-benarnya dan sesuai dengan keadaan diri sendiri. Saya menjamin kerahasiaan jawaban dan identitas yang anda  berikan dan hanya untuk keperluan penelitian saja. 

🔗 https://forms.gle/nNfwYWSyfNFpMmQP9

Terimakasih !!!",1,2022-12-09T14:49:07Z
P-CS6RVU7ic,@michelletinambunan1889,"Thank you, ini channel bagusss banget asli. Jd ga cuma nyuruh2 doang, tpi tetep dikasi metode dan tipsnya. Yang kyk gini harusnya yg ditonton anak Indonesia.",8,2022-12-09T13:40:54Z
P-CS6RVU7ic,@ryukaunit8921,Sepertinya ilmu seperti ini sangat bagus jika diterapkan di dunia pendidikan Indonesia...,1,2022-12-09T04:52:12Z
P-CS6RVU7ic,@quoteswinner3509,"nyatat penggunanaan waktu minimal 3 hari sebelumnya. 
membuat plan jangka panjang
merencanakan happy fun.. 
efek antisipasi untuk melakukan scheduling dengan baik maka efektifitas untuk produktif dan happin fun bisa dapat berimbang. 

jadwalin sesuatu di minggu malam. 
ada 4 langkah: time lock 
schedule your week
morning ritual
have some fun a week.",3,2022-12-08T03:23:20Z
P-CS6RVU7ic,@Nfl.adnan_,"Kata orang waktu adalah uang, namun menurut gue waktu adalah tempat untuk memperbaiki diri untuk merubah biar lebih berkembang",2,2022-12-02T09:23:16Z
P-CS6RVU7ic,@Miko_Hutapea,Semoga bisa lebih disiplin semuanya..good,0,2022-11-25T18:48:59Z
P-CS6RVU7ic,@singgihbayu2324,"Mengatur waktu itu susah.  Yang lebih susah adalah DISIPLIN dalam aturan waktu yang telah dibuat.  Dan yang lebih susah lagi adalah KONSISTEN pada aturan waktu tsb.  Oleh karena itu butuh TEKAD dan KOMITMEN yang kuat, bukan sekedar reaktif sesaat aja.",132,2022-11-25T02:27:50Z
P-CS6RVU7ic,@Endkizztv,Kerja pulang belajar itu aja bener² lelah,1,2022-11-25T00:34:51Z
P-CS6RVU7ic,@NyonarKebijakan,"Waktu kita memang sama, tapi apa yang kita lakukan pula yang menentukan kualitas kita.",2,2022-11-22T03:17:25Z
P-CS6RVU7ic,@nurula7732,Tp kita bukan mesin loe...  Ada bnyk pikiran yg perlu diistrhtkn.,1,2022-11-18T06:00:27Z
P-CS6RVU7ic,@arvijatmiko8666,Manajemen Waktu terbaik adalah Shalat Berjamaah Tepat Waktu,1,2022-11-17T10:45:22Z
P-CS6RVU7ic,@RegonCustomSeragam,Terimakasih banyak bang atas ilmunya...memang kedisplinan akan membawa ke tempat tujuan,1,2022-11-08T06:44:16Z
P-CS6RVU7ic,@mridho7773,"permisi teman"", kalian jangan pernah menyesali ""umur ku udah bla bla tahun  tapi kok baru sada gtu"", karna banyak disini yang kaya ""iri"", dengan manage waktu teman"" yang masih muda kok udah bisa manage waktu atau udah kepikiran?, so jangan pernah bandingin kisah hidup kalian yah, intinya kalo kita baru sadar butuh manage waktu sekarang, yaudah gtu, intinya mau berubah dan sama"" grow up. karna kaya, keluarga, lingkungan, circle pertemanan, itu sangat berpengaruh.
""so It's never too late, if you want to change your life.""
have a beautifull day✌️",4,2022-11-05T20:03:01Z
P-CS6RVU7ic,@ekawatie5169,"Ya mas, perencanaan sangat penting saya setuju sekali. Tapi, seringkali kita sudah punya waktu yg terjadwal ...kita sdh atur waktunya dan apa yg akan kita lakukan...tiba2 ada intervensi dr luar yg ga d rencanakan...kek tagihan dadakan dr atasan yg harus segera d selesaikan dan minta diprioritaskan utk d selesaikan...dan sering seperti itu...hilanglah jadwal wkt dan semua rencana keg yg sdh d susun...",1,2022-11-03T10:57:28Z
P-CS6RVU7ic,@tayotayo5145,"dan gue nonton ini di minggu malam, dan gue ngerasa bingung banget, karena besok pasti tugas kantor udah pasti banyak banget",1,2022-10-30T15:25:03Z
P-CS6RVU7ic,@nandoashari27,"Baru 17 tahun, tapi Uda dikasi beban kaya umur 20an
Mulai deadline tugas kuliah, dkkkk",1,2022-10-25T07:19:18Z
P-CS6RVU7ic,@cacaingcau3428,saya sndiri masi kurang paham dan bisa dalam membagi waktu secara efisien. padahal sudah terjadwal namun terkadang masih saja ada yg berbenturan. Membagi waktu ternyata tidak semudah yg saya kira..,0,2022-10-24T03:40:31Z
P-CS6RVU7ic,@ode.yahyu8595,"Terlalu berharga, rela deh nntn iklan buat 1% ❤️",0,2022-10-23T11:32:37Z
P-CS6RVU7ic,@ode.yahyu8595,"Ritual pagi... Cuci piring, siapin sarapan, liat email, berangkat krj 🤡",0,2022-10-23T11:29:23Z
P-CS6RVU7ic,@hiddoc3795,Ngak ada yang perlu dicatat... memang hari2 sya tidak produksi. Taukan seperti apa pengangguran. 🙄,0,2022-10-23T05:32:42Z
P-CS6RVU7ic,@joeandifebriodjiemantoroe7530,"Yang jadi masalah itu bukan management waktu tapi management prioritas  , lu punya waktu 100 jam sehari tapi lu ga bisa atur prioritas dengan benar  ya ama aja boong",0,2022-10-21T05:41:16Z
P-CS6RVU7ic,@yosuasetiawan7067,Mantepss sih bang thanks atas ilmunya yah,0,2022-10-03T14:29:16Z
P-CS6RVU7ic,@ifris372,https://youtube.com/shorts/7DHZvBsRdr4?feature=share,0,2022-09-30T06:15:28Z
P-CS6RVU7ic,@seadore,"masi umur 12 tahun, tp pgn hidup produktif, ga males malesan, bisa ngatur waktu, bisa banggain orang sekitar:(",11,2022-09-27T15:27:44Z
P-CS6RVU7ic,@thabibtv8484,"Rangkuman:
1. Time log
2. Estimasi waktu 
3. Jadwal kan
4. Efesiensi
5. Berhenti sebentar atau istirahat
6. Ritual pagi ""punya Lo"" 
7. Waktu main
8. Scheduling atau evaluasi harian",34,2022-09-24T09:44:26Z
P-CS6RVU7ic,@mikumarumiku2667,Bikin n jadwal tu agak susah,0,2022-09-24T07:37:33Z
P-CS6RVU7ic,@mikumarumiku2667,Pernah nyoba tapi akhirnya ku abaikan tapi cap k juga gak bisa ganti waktu mungkin terlalu ovt:),0,2022-09-24T07:36:48Z
P-CS6RVU7ic,@mikumarumiku2667,Maksudnya itu tiap 1kalender itu maksudku satu kota itu ditulis keseharian kita tapi kalo misal di tulis semua sama gitu kayak gimana ?,0,2022-09-24T07:34:41Z
P-CS6RVU7ic,@dikaaaa5078,Kak cara ngejadwalinnya gimana?,0,2022-09-23T21:25:19Z
P-CS6RVU7ic,@nurahmad317,Akupun ingin hidup ideal,0,2022-09-19T08:04:58Z
P-CS6RVU7ic,@wayanmarni7586,😊,0,2022-09-18T11:02:05Z
P-CS6RVU7ic,@dwiwahyuningsih339,Thanks 👍,0,2022-09-14T16:36:15Z
P-CS6RVU7ic,@aditvchenel2Abc123,Memba,0,2022-09-13T14:30:26Z
P-CS6RVU7ic,@renunganpenonton8205,"Saran-materi nya bagus, tp penggunaan kata loe gue kerasa seolah materi ini cuma untuk kalangan muda/kalangan tertentu. Gunakan kata ganti yg lebih umum, sehingga bisa nyaman di Terima semua kalangan",0,2022-09-11T15:15:29Z
P-CS6RVU7ic,@dinauswatun4313,Thanks satu persen✨,0,2022-09-10T23:33:33Z
P-CS6RVU7ic,@kabehdoeloer8346,umur 42 th gimana caranya?😬,3,2022-09-10T05:13:52Z
P-CS6RVU7ic,@ahmadfarhan598,Tips komunikasi kak🙏,0,2022-09-09T05:40:22Z
P-CS6RVU7ic,@Nutamago,"terlalu ribet. jika otak fail dalam schedule, stressor bakal lebih berat.
lebih baik, kerjakan SEKARANG!",0,2022-09-08T04:23:03Z
P-CS6RVU7ic,@MQ-MLDcChannel,Mantap 👍🏿,0,2022-09-07T23:37:25Z
P-CS6RVU7ic,@dufaaa1191,👍,0,2022-09-06T10:56:16Z
P-CS6RVU7ic,@wahyuarifkurniawan,Bodo banget nih otak,0,2022-09-04T11:13:08Z
P-CS6RVU7ic,@tiarrynaldi6976,"168 jam dikurang 8 jam perhari dikantor dan beberapa jam tua dijalan, haha, thanks masukanya bang",0,2022-09-02T10:46:05Z
P-CS6RVU7ic,@kuslanhasan8710,Manfaat,0,2022-08-31T11:55:59Z
P-CS6RVU7ic,@Monster97195,Catet tempel di tembok ga ngaruh 😥aku Tuh kudu di keplak palanya biar sadar. Ada yg mau keplakin pala aku ga? Kezel,0,2022-08-31T08:01:13Z
P-CS6RVU7ic,@syahid720,"Satu lagi bro: miliki jam digital, kalau bisa yang gede",0,2022-08-30T11:40:28Z
P-CS6RVU7ic,@channelsenang6889,"Tips mengistirahatkan fikiran
https://youtu.be/dm1JWz4H9QE",0,2022-08-30T07:41:42Z
P-CS6RVU7ic,@hiroyose5271,gua kalo libur suka ke masjid Istiqlal ya karena lingkungan di sana tuh damai banget. bisa baca Alquran dan Baca buku sejarah dengan tenang.,0,2022-08-29T23:00:19Z
P-CS6RVU7ic,@kenzmusicstudiosda,"keren bang FIki,, terima kasih",0,2022-08-29T04:16:57Z
P-CS6RVU7ic,@irnaparomon9321,14:36 🥰,0,2022-08-27T15:18:28Z
P-CS6RVU7ic,@Keadilansosialita,Thankyuu kak,0,2022-08-24T01:24:49Z
P-CS6RVU7ic,@zuyyinaalfa548,4:26 anjing banget🤣🤣🤣🤣,0,2022-08-22T04:13:39Z
P-CS6RVU7ic,@RMK_Timothy,"Umur aku udah 18 but.. saya ingin belajar trus belajar mengenai manajemen waktu . Menguasai pikiran aku sendiri , terus melakukan segala sesuatu hal yg bikin saya malu. Yang nantinya membuat saya bisa menjadi kuat di saat nanti terjun ke dunia bisnis internasional",5,2022-08-20T04:37:58Z
P-CS6RVU7ic,@teguhriyanto7968,"‌Assalamu'alaikum wr wb,

Xiawu hao (good evening) in Indonesian languange selamat sore of future are earth planet always change in of basicly of principle life of each other in togetherness,

My name Teguh Riyanto, terlahir 1 di dunia dengan tidak memiliki energi alami semesta, permisi berbagi materi bacaan:

Jl. cemara wilayah keasasian tugas kami
Ditegur dengan salim anak-anak &- istri
Selalu tersenyum dari visi kami mensyukuri
Dari ruh kesucian jujur Tuhan kami percaya & yakin Engkau Maha Mengasihi & Maha Merajai

Adam terlahir dengan cerdas satu dari berbeda dari makhluk yg tercipta bersama hawa melahirkan anak terjadi peradaban manusiawi
Menjelajah ke seantero planet bumi
Proses evolusi alami semesta merubah semua sesuai demografi
Evolusi manusia mencari identitas yg satu (visi) dgn mempelajari seluruh isi dari terkecil di diri meliputi akal dari yang diberi nama bumi & galaxy
Terjadi tatanan dari mempelajari, dan  menginisiasi
Indonesia terskenario sebagai teori pusat (satu) matahari, visi lengkap & kesatuan mengenai modernisasi
Permisi menginspirasi

Terkisah awal disebut kalender yaitu masehi Aki Tirem hidup dengan mengetahui evolusi yaitu energi alami semesta & mempelajari kehidupan dengan segala arti yg kini bernama planet bumi, memiliki anak Pwahaci Larasati yg menikah dgn Devavarman meliputi peradaban sundawi yg zaman terus berganti terbangun dari silsilah (permikahan) menjadi kerajaan-kerajaan dari sebagian wilayah di Asia Tenggara meliputi (kekayaan peradaban) di provinsi dan negara-negara kini
Waktu berganti, peradaban (kerajaan) sundawi terkalahkan di era modernisasi, saya menyamai
Cinta dan kasih sayang seperti ayah dan ibu dalam membangun generasi
Maaf, dan terimakasih serta terus doakan kami
Kayanya peradaban evolusi Suku Jawa yang datang pada peradaban Sundawi berbalut era kolonialisasi (Eropa dan Jepang sebelumnya China, India dan Arab menjalin silaturahmi) memadati Provinsi yang bernama DKI Jakarta (J City yang merupakan 'teori pusat (satu) matahari dengan globalisasi Islam berkerah bersama 'nasionalis', Banten (Tangerang dst) & Jawa Barat sampai program transmigrasi dan meliputi seluruh negeri
Visi spiritual banyak yang mempelajari dari kebahagiaan dari SDM mengenai aturan semesta sampai pada kisah pembunuhan antar Suku Jawa dari  berbalut Nasionalis, Sosialis dan Komunis serta Agama yang terdapat suku-suku dari kepemimpinan yang mesti memberi arti
Visi semesta permisi menyampaikan ruh kesucian (dialog jiwa) dari suku-suku di Indonesia dari kita yang dapat mempelajari dari akal dan hati nurani membangun masa depan sampai seperti matahari
Kini dari masa lalu mengenai masa depan ""Ini milik kami, kami & kita terlalu miskin sebenarnya, minus & plus masa depan sebagai mana masa depan, dari ruh kesucian kemana lagi kami, kalian adalah kami, kebahagiaan milik kita semua maka kebahagiaan dari masa depan (bawa selalu dlm kebenaran) milik kami, kami membangun bumi tempat kami pijaki, tata surya & planet bumi yang disinari oleh matahari""
Selama-lamanya manusia sll berpikir 'hidup' & bahagia melahirkan pemimpin menghadirkan alam semesta dlm merahnya darah & putihnya tulang yaitu kesempurnaan diri dari kita terlahir di planet bumi dgn galaxy
Evolusi mengenai kebahagiaan sejati dari aturan alam semesta yg menyadari energi alami semesta yaitu memberi arti

500 tahun sampai milyaran tahun masa depan, kita senantiasa mengevaluasi
Bayi selalu terlahir tumbuh dewasa dgn identitas diri
J City adalah Ibukota NKRI dgn Pancasila yang satu dan lima sila meliputi ribuan suku dan pulau diplanet bumi beri satu menjadi lima & 'banyak' untuk maju kemudian kali seperti Bhinneka Tunggal Ika seperti sempurnanya planet bumi
Terbuka visi bersama membangun kemajuan zaman dgn gedung-gedung tinggi
Semakin byk 500 tahun & milyaran masa depan merah putih dari peradaban menyatu religisiusitas semesta amanah diri

In soul of purity 'sun' into our self of 'universe goals'

There is a term God of Gamblers has the meaning Chinese people be Betawi ethnic In Indonesian country and i am in born one not have nature universe energy for making beautiful world of 'sun' of soul, gamblers in meaning is of all in Betawi change and the continue from the past of God Father, God has the meaning of God and Father has the meaning of father, God covers the spirit of every human being since he was born and lives and father in a series of words with God conveys the message of the existence of humans whose spirits have been accepted as symbols of divinity from human civilization since the big bang, nirleka (ancient times), the 'roman' era, prophethood, renaissance, colonialization and the world of peace, the human spirit has appointed 1 term God Father (covering life until the end of human life for themselves).

The human mind and conscience from the perspective of the spirit judge the truth of religion 1. Christianity legalizes same-sex marriage 2. Islam legalizes killing 3. Hindu and Buddhist egoistic belief in oneself from being individualistic 4. Kong Khu Chu trapped in oneself from self and social reality

God Father's spirit is holy (I call it prophetic spirit) and his holiness from reason and conscience brings renewal (light) of the human evolutionary journey from religion covering all tribes (races) on planet earth.

He was born 1 in the world without having the natural energy of the universe 'going down' bringing light that the universe contains miracles (meaning, value and meaning) that 'perfects' religion in the context of human reason and conscience in ethnic (racial) relations in the language of HR quality and life expectancy from the province where the country was born to the nations of the world.

Honesty covers 7,854,965,732 people, the world's population is always growing from one planet earth covering the solar system by providing the best for the future of planet earth.

""Human evolution is 'simple' of vision spent our life of universe, beautiful life is many things is beautiful, similar life is brings meaningful life, many things in our have is in 'they' have, thank you God in blessing all of us for giving be better all people in earth planet of our galaxy of care 'Sun' of earth planet in daily every person life of 'simple' of life"". Thank you to for my be i am one in soul knowladge and i have blood from Julius Caesar and Cleopatra is name 'God from Egypt'. I hope that from my inspiration to this account, we 'all' cover the entire world population always in the shade of God (Allah SWT) by always 'learning' like 'troot of tree' of giving the best we are for earth planet future.

Chinese, Europe and Arab people and Indonesian people be Betawi ethnic in new era in Sundanese land with Java people be a leader of Indonesian archipelago https://www.instagram.com/p/COSMbajnWuI/?utm_medium=copy_link and  https://www.instagram.com/p/CcTm2ipheWW/?utm_source=ig_web_copy_link of making beautiful world of 'sun'.

Salam silaturahmi in 'mother and father of earth' of the best for all of us in purity of soul, barakallahu of kindness is forever we are with knowledge, moral & art",1,2022-08-16T09:36:43Z
P-CS6RVU7ic,@mon_design27,Terima kasih bang berguna bngt ilmu nya,0,2022-08-12T12:25:17Z
P-CS6RVU7ic,@hamzahramadhan,Gimana klo kerja shift. Jadwal nya kan berubah terus,1,2022-08-11T03:39:39Z
P-CS6RVU7ic,@gumelarr,penasaran cara buat skripnya gimana bro,1,2022-08-09T11:52:27Z
P-CS6RVU7ic,@iwakuralain5556,"Emang lebih nyambung sama Vicky klo masalah gini2an. Pemikiran kami sama, apalagi soal Jumat-Sabtu-Minggu yg lebih fleksibel aja.",2,2022-08-09T00:53:07Z
P-CS6RVU7ic,@fahrirahmanpamuji1594,Sambil nonton sambil buka google translate tiap nemu kata2 yg tak asing tp gak ngerti artinya.Yah begitulah......Makasih dengan konten ini.Smoga makin maju,3,2022-08-08T00:59:20Z
P-CS6RVU7ic,@tyastitiparadhipta2562,"Kalo gak tau harus ngisi apa untuk menjadwalkan kegiatan2 menyenangkan, gimana?",1,2022-08-04T02:37:29Z
P-CS6RVU7ic,@Investpediaa,"tips ini g akan wortit kalo kalian g ada yg namnya niat disiplin waktu 🤣musuh terbesar cara ini ada 2 :

1. Menunda-nunda. 
Biaskan kalo waktunya habis ya berhenti g usah nambah2.

2. Kegiatan dadakan. 
Jujur jadwalmu akan hancur ketika ada kegiatan dadakan yg g tau juga kapan selesainya 🤣",1,2022-07-31T15:24:15Z
P-CS6RVU7ic,@dyahayup2117,"Terimakasih untuk saran dan contohnya. Sangat mudah dipahami. Bismillah, mulai start dengan menjadi lebih baik. Next kalau berhasil istiqomah mau balik ke video ini. Beri waktu seminggu ya untuk challenge diri sendiri.. makasihh 1 persen <3",4,2022-07-29T16:51:01Z
P-CS6RVU7ic,@maretnitalaialaia9827,"Makasih bang, akhirnya aku bisa manajemenkan waktuku 😊🙏",1,2022-07-28T02:25:48Z
P-CS6RVU7ic,@pandyakurniae4039,"Thankyou, Bang!!!!! 🥰",0,2022-07-26T17:19:50Z
P-CS6RVU7ic,@fransiskusjanuarimandus2647,Saya sering menunda ✌dan bersantai!,0,2022-07-25T05:00:05Z
P-CS6RVU7ic,@denzimunzi,Perlu bgtz ajib👍,0,2022-07-20T00:28:54Z
P-CS6RVU7ic,@rafaaqilamaheswara,16 tahun susah ngatur waktu aduhhhh.. Bikin goals masih gagal tercapai. Mungkin harus berorganisasi sih,0,2022-07-19T13:12:58Z
P-CS6RVU7ic,@noname_9045,"Aku pengen punya sekretaris yang bisa ngejadwalin aku setiap hari nya...
Meskipun aku bukan siapa siapa  wkwkw
Tapi setidaknya kalau diatur tu lebih mau gerak ketimbang dari dalam diri sendiri. Mana tau, lama kelamaan akan terbiasa buat dilakuin sendiri. Kek misalnya di asrama pas sekolah dulu rasanya sangat terjadwal. Namun ,setelah aku kuliah sekarang, udah mulai ga beraturan lagi waktunya..mulai dari waktu buat tidur juga udah berantakan. Hmm.. terima kasih 4  tips nya satu persen.",4,2022-07-19T03:19:11Z
P-CS6RVU7ic,@hdiaan,klo tips mengulur waktu ada gak bg?😅,1,2022-07-18T07:55:37Z
P-CS6RVU7ic,@userasey,14:18,1,2022-07-18T00:13:33Z
P-CS6RVU7ic,@enfamz7004,Huaaa aku yang baru dapat peran jadi emak antar jemput anak sekolah harus punya time management... Cukup Mageran dan jalani hidup gitu2 aja huhuhub 😵 makasih 1% sukses selalu,0,2022-07-15T09:21:39Z
P-CS6RVU7ic,@ohayo3818,"Min kalo kondisinya tidak sesuai dengan apa yang kita rencanain. Contohnya ngerjain tugas 2-3 jam tapi malah waktu yang diperluin lebih jadi mau tidak mau kita harus korbanin next aktivitas buat ngerjain tugas. 
Jadi, Gimana cara mengatasinya? Haruskah kita juga membuat waktu untuk aktivitas yang tidak terduga?",1,2022-07-11T05:48:24Z
P-CS6RVU7ic,@andrenof5781,makasih bg,1,2022-07-10T14:16:01Z
P-CS6RVU7ic,@sarinafarma,MAS PUNYA PACAR BELUM?,0,2022-07-01T05:05:20Z
P-CS6RVU7ic,@Naufalbodas,Masalah gw di tidur,0,2022-06-19T22:08:18Z
P-CS6RVU7ic,@fusgsgwteueygk8878,"main game 3-4 jam/hari, belajar 30 menit/hari, kuliah + nugas 9 jam, olahraga 3x (5 menit) /hari, tidur 8 jam",2,2022-06-17T13:20:13Z
P-CS6RVU7ic,@ALfian-AP.,"Buyar semua jadwal kalian saat kalian udah punya anak-anak balita 😅🤣 . 
Jangankan menjadwalkan me-time or having fun,, . Waktu bwt istirahat aja kadang hampir gak ada. 😂 
Pagi-siang kerja, sore-malem disibukkan dgn anak-anak, setelah anak-anak tidur dihadapkan sm rumah berantakan hasil eksplorasi si kecil.. 😅
pelan2 beres2 dan bersih2 rumah bareng istri, harus extra slow,, cz jika berisik anak2 terbangun, rewel, lalu susah tidur lagi.. ,
Dan setelah semuanya kelar, Yg tersisa hanya lelah, lalu tidur 🤣🤣🤣
.
Pake pembantu + baby sitter, oke jika kalian punya bnyk uang bwt bayarin orang, tapi bagi yg penghasilanya pas-pasan?? .. lagian, banyak orang yg tidak suka mendelegasikan hal mengasuh anak kpd org lain,, better ya memang diasuh ortunya sendiri.. , karena anak usia2 emas segitu, yg mereka butuhkan hanyalah quality & quantity time bersama ayah dan ibunya.",5,2022-06-11T17:07:33Z
P-CS6RVU7ic,@evinansella6184,kenpa di umur 30thun bru tau mentor bgni bagus nya🥲,0,2022-06-07T07:00:02Z
P-CS6RVU7ic,@winterparfait7114,8:07,0,2022-06-04T12:50:34Z
